"Código","Município","UF","Nível de Aprendizagem (Português | 5º ano | 2015)","Faixa de Aprendizagem (Português | 5º ano | 2015)","Nível de Desigualdade por Raça (Português | 5º ano | 2015)","Faixa de Desigualdade por Raça (Português | 5º ano | 2015)","Nível de Aprendizagem (Matemática | 5º ano | 2015)","Faixa de Aprendizagem (Matemática | 5º ano | 2015)","Nível de Desigualdade por Raça (Matemática | 5º ano | 2015)","Faixa de Desigualdade por Raça (Matemática | 5º ano | 2015)"
"5000252","Alcinópolis","MS","-0.492417924467245","Médio-alta","-0.52300026032204","Desigualdade","-0.483625954281786","Médio-alta","-0.00200604775821192","Desigualdade"
"5000609","Amambai","MS","-0.155389039683191","Alta","-0.790209483695124","Desigualdade alta","-0.258154876928922","Alta","-0.740555195871869","Desigualdade alta"
"5000708","Anastácio","MS","-0.554275094821684","Médio-alta","-0.440844083108376","Desigualdade","-0.856621499957309","Média","-0.470951789247982","Desigualdade"
"5000807","Anaurilândia","MS","-0.802725187130741","Média","-1.54093750194865","Desigualdade extrema","-0.860138661052197","Média","-0.738935622783588","Desigualdade alta"
"5000856","Angélica","MS","-0.355971124952625","Médio-alta","-0.872049183946529","Desigualdade alta","-0.495463277720833","Médio-alta","-0.00152074347001259","Desigualdade"
"5000906","Antônio João","MS","-0.560465248997743","Médio-alta","-0.814843813480731","Desigualdade alta","-0.688051929394728","Média","-0.861317042815494","Desigualdade alta"
"5001003","Aparecida do Taboado","MS","-0.224925481234445","Alta","-0.7222059481164","Desigualdade alta","-0.318401291219996","Médio-alta","-0.62258291695571","Desigualdade alta"
"5001102","Aquidauana","MS","-0.498929589283282","Médio-alta","-0.261390024130222","Desigualdade","-0.83996525169115","Média","-0.173247543984985","Desigualdade"
"5001243","Aral Moreira","MS","-0.454490395836789","Médio-alta","-1.39115879657606","Desigualdade extrema","-0.63337065197763","Média","-0.568645646700418","Desigualdade alta"
"5001508","Bandeirantes","MS","-0.356978421552415","Médio-alta","-0.822264643872417","Desigualdade alta","-0.599170893130696","Médio-alta","-0.420913957833069","Desigualdade"
"5001904","Bataguassu","MS","-0.585010264190096","Médio-alta","-0.428511239035579","Desigualdade","-0.736680212605682","Média","-0.46907435956227","Desigualdade"
"5002001","Batayporã","MS","-0.387859481199781","Médio-alta","-0.80619324118531","Desigualdade alta","-0.599329494585016","Médio-alta","0.867540800449133","Situações atípicas"
"5002100","Bela Vista","MS","-0.592807399704055","Médio-alta","-0.766323031305851","Desigualdade alta","-0.889868889303919","Média","-0.919419739716479","Desigualdade alta"
"5002159","Bodoquena","MS","-0.484002343496305","Médio-alta","0.77699472723675","Situações atípicas","-0.746667836124354","Média","-0.940034678966203","Desigualdade extrema"
"5002209","Bonito","MS","-0.473843450216815","Médio-alta","-0.373311996524887","Desigualdade","-0.710422191077292","Média","-0.4074116558262","Desigualdade"
"5002308","Brasilândia","MS","-0.57564487417544","Médio-alta","-0.368825970956084","Desigualdade","-0.62912165380059","Média","-0.728404813023525","Desigualdade alta"
"5002407","Caarapó","MS","-0.344499949679975","Médio-alta","-0.617207888802783","Desigualdade alta","-0.490977687541735","Médio-alta","0.603810126062092","Situações atípicas"
"5002605","Camapuã","MS","-0.63074140361538","Média","-0.664372607035536","Desigualdade alta","-0.926542495091519","Média","-0.938236643902071","Desigualdade extrema"
"5002704","Campo Grande","MS","-0.283469035673997","Médio-alta","-0.110837569617466","Desigualdade","-0.464508437115173","Médio-alta","-0.0775079538222092","Desigualdade"
"5002803","Caracol","MS","-0.526449343363245","Médio-alta","-0.000201871091959502","Equidade","-1.13285390001931","Médio-baixa","-0.525903013511515","Desigualdade"
"5002902","Cassilândia","MS","-0.654497800307131","Média","-0.654058005935643","Desigualdade alta","-0.874152757347592","Média","-0.369919614267716","Desigualdade"
"5002951","Chapadão do Sul","MS","-0.330469974783859","Médio-alta","-0.651620084184385","Desigualdade alta","-0.53861134604424","Médio-alta","-0.708209365170098","Desigualdade alta"
"5003108","Corguinho","MS","-0.627707607225606","Média","0.497283400558273","Situações atípicas","-0.818815178783519","Média","0.00292206327955519","Situações atípicas"
"5003157","Coronel Sapucaia","MS","-0.631508022526971","Média","-0.770425447086386","Desigualdade alta","-0.792976736093239","Média","-0.582848681047409","Desigualdade alta"
"5003207","Corumbá","MS","-0.751711335443608","Média","-0.0674400831455976","Desigualdade","-1.14265528077145","Médio-baixa","-0.0315373054480387","Desigualdade"
"5003256","Costa Rica","MS","-0.168958521730447","Alta","-0.569528093566636","Desigualdade alta","-0.155587113767331","Alta","-0.460445859095338","Desigualdade"
"5003306","Coxim","MS","-0.525834793354309","Médio-alta","-0.189802797171823","Desigualdade","-0.630388074434646","Média","-0.20137493740352","Desigualdade"
"5003454","Deodápolis","MS","-0.465648069981341","Médio-alta","-0.708088029777407","Desigualdade alta","-0.689668006792321","Média","0.772177423370043","Situações atípicas"
"5003488","Dois Irmãos do Buriti","MS","-0.863572191696233","Média","0.847356052935732","Situações atípicas","-1.13301717190043","Médio-baixa","-0.0000260292697197361","Equidade"
"5003504","Douradina","MS","-0.805476577541336","Média","-0.909252957689545","Desigualdade extrema","-1.01136047241543","Média","-0.76336122037227","Desigualdade alta"
"5003702","Dourados","MS","-0.330800859921232","Médio-alta","-0.117179030187045","Desigualdade","-0.509499669750786","Médio-alta","-0.10851723135161","Desigualdade"
"5003751","Eldorado","MS","-0.472814397067105","Médio-alta","-0.857454769953602","Desigualdade alta","-0.59794979369781","Médio-alta","-0.661756328333534","Desigualdade alta"
"5003801","Fátima do Sul","MS","-0.396870898568269","Médio-alta","-0.591934049045822","Desigualdade alta","-0.491855582773643","Médio-alta","-0.836291876572422","Desigualdade alta"
"5003900","Figueirão","MS","-0.672647610602482","Média","-0.00266493988948166","Desigualdade","-0.823848197606154","Média","-0.628623053505454","Desigualdade alta"
"5004007","Glória de Dourados","MS","-0.461350089986337","Médio-alta","-0.474607514185929","Desigualdade","-0.695146729797093","Média","-0.667991308537898","Desigualdade alta"
"5004106","Guia Lopes da Laguna","MS","-0.385091079250572","Médio-alta","-1.14819064703573","Desigualdade extrema","-0.566561969982117","Médio-alta","-1.04233504522652","Desigualdade extrema"
"5004304","Iguatemi","MS","-0.39468103720347","Médio-alta","-0.915341734632082","Desigualdade extrema","-0.501840681220974","Médio-alta","-0.635346529789539","Desigualdade alta"
"5004403","Inocência","MS","-0.682308507442237","Média","-0.602920741130756","Desigualdade alta","-0.59612854704853","Médio-alta","-0.893591761752609","Desigualdade alta"
"5004502","Itaporã","MS","-0.352359693673504","Médio-alta","-0.834762283488691","Desigualdade alta","-0.527346681670104","Médio-alta","-1.11608746244648","Desigualdade extrema"
"5004601","Itaquiraí","MS","-0.565699269023338","Médio-alta","-0.460310415202123","Desigualdade","-0.757082587056376","Média","-0.586067682659488","Desigualdade alta"
"5004700","Ivinhema","MS","-0.346738531716543","Médio-alta","-0.447381028135864","Desigualdade","-0.542968253592882","Médio-alta","-0.564512389702402","Desigualdade alta"
"5004809","Japorã","MS","-0.953965446260851","Média","-0.843250914397947","Desigualdade alta","-1.14326431433671","Médio-baixa","-0.745050969436672","Desigualdade alta"
"5004908","Jaraguari","MS","-0.870258000796089","Média","-0.705394606050453","Desigualdade alta","-1.1712857548176","Médio-baixa","-0.575216122626046","Desigualdade alta"
"5005004","Jardim","MS","-0.425626195193484","Médio-alta","-0.626602816028975","Desigualdade alta","-0.669178731075539","Média","-0.697878012003039","Desigualdade alta"
"5005103","Jateí","MS","-1.06438468893003","Média","-0.780182964593845","Desigualdade alta","-1.00499384831156","Média","-0.00308722977316874","Desigualdade"
"5005152","Juti","MS","-0.869258823187464","Média","-0.590002437806138","Desigualdade alta","-1.50746342871299","Baixa","-1.06558085645809","Desigualdade extrema"
"5005202","Ladário","MS","-1.04234797603652","Média","-0.0342673705663322","Desigualdade","-1.52279832319937","Baixa","-0.0000637227929486687","Equidade"
"5005251","Laguna Carapã","MS","-0.516286932353302","Médio-alta","-0.70860038051827","Desigualdade alta","-0.796765110351885","Média","-0.48914322650695","Desigualdade"
"5005400","Maracaju","MS","-0.451617357980879","Médio-alta","-0.146269138987209","Desigualdade","-0.607065850834433","Média","-0.188695352074971","Desigualdade"
"5005608","Miranda","MS","-0.763401897308452","Média","-0.00197691485169535","Desigualdade","-1.05777234089262","Média","-0.608898014691346","Desigualdade alta"
"5005681","Mundo Novo","MS","-0.316561808567628","Médio-alta","-0.619490745955535","Desigualdade alta","-0.361761930004535","Médio-alta","0.956270298219655","Situações atípicas"
"5005707","Naviraí","MS","-0.151529010532923","Alta","-0.228917284621799","Desigualdade","-0.208323108446439","Alta","-0.206872514780346","Desigualdade"
"5005806","Nioaque","MS","-0.55172089587415","Médio-alta","-0.00117085085666891","Equidade","-0.89048232285302","Média","-0.000264407650906111","Equidade"
"5006002","Nova Alvorada do Sul","MS","-0.504907677299305","Médio-alta","-0.445752932445375","Desigualdade","-0.566484896822862","Médio-alta","-0.358590459955165","Desigualdade"
"5006200","Nova Andradina","MS","-0.190938704213599","Alta","-0.270336714753491","Desigualdade","-0.254733771287793","Alta","-0.156723169653562","Desigualdade"
"5006259","Novo Horizonte do Sul","MS","-0.759957045234489","Média","-0.636592522180026","Desigualdade alta","-0.99783658729818","Média","-0.00153102448159159","Desigualdade"
"5006275","Paraíso das Águas","MS","-0.448755399094475","Médio-alta","-1.17100271986148","Desigualdade extrema","-0.74805081867428","Média","-0.870459701215458","Desigualdade alta"
"5006309","Paranaíba","MS","-0.45099545233691","Médio-alta","-0.439101108067298","Desigualdade","-0.650738243744021","Média","-0.445130344949857","Desigualdade"
"5006358","Paranhos","MS","-0.407768074882299","Médio-alta","-0.84685111614636","Desigualdade alta","-0.510620958214064","Médio-alta","-0.608827451105167","Desigualdade alta"
"5006408","Pedro Gomes","MS","-0.692380894181579","Média","-0.000155218002970765","Equidade","-0.860335253161877","Média","-0.778686005207563","Desigualdade alta"
"5006606","Ponta Porã","MS","-0.397499003572572","Médio-alta","-0.163742043506924","Desigualdade","-0.556895462733749","Médio-alta","-0.0884944818377152","Desigualdade"
"5006903","Porto Murtinho","MS","-0.635858132240062","Média","-0.609371202865631","Desigualdade alta","-1.01370874230123","Média","-0.648381792459935","Desigualdade alta"
"5007109","Ribas do Rio Pardo","MS","-0.417418742831195","Médio-alta","-0.305266078425088","Desigualdade","-0.605012057254481","Média","-0.396308365416684","Desigualdade"
"5007208","Rio Brilhante","MS","-0.340253610392245","Médio-alta","-0.352578135295322","Desigualdade","-0.530229892663326","Médio-alta","-0.46099651047813","Desigualdade"
"5007307","Rio Negro","MS","-0.750086443631256","Média","-0.59954405345475","Desigualdade alta","-1.17247855753329","Médio-baixa","-0.731282201505537","Desigualdade alta"
"5007406","Rio Verde de Mato Grosso","MS","-0.402333108991933","Médio-alta","-0.644931884136284","Desigualdade alta","-0.593801526138705","Médio-alta","-0.573014647466182","Desigualdade alta"
"5007505","Rochedo","MS","-0.512246069562971","Médio-alta","-0.558329591353275","Desigualdade alta","-0.736482451014542","Média","-0.98818768365898","Desigualdade extrema"
"5007554","Santa Rita do Pardo","MS","-0.921951856892195","Média","-0.549336845194067","Desigualdade alta","-1.17098054912533","Médio-baixa","-0.00371654588134025","Desigualdade"
"5007695","São Gabriel do Oeste","MS","-0.210710344255934","Alta","-0.533615615841487","Desigualdade","-0.35430851976598","Médio-alta","-0.442792885798462","Desigualdade"
"5007703","Sete Quedas","MS","-0.471477762908468","Médio-alta","-0.967320175064437","Desigualdade extrema","-0.569951487480433","Médio-alta","-1.37854782706714","Desigualdade extrema"
"5007802","Selvíria","MS","-0.81527226032248","Média","-0.997144068276008","Desigualdade extrema","-1.04590889573977","Média","-0.00153173382249345","Desigualdade"
"5007901","Sidrolândia","MS","-0.730387952371128","Média","-0.566094953651994","Desigualdade alta","-1.0675639225453","Média","-0.232003833909288","Desigualdade"
"5007935","Sonora","MS","-0.526915492361492","Médio-alta","-0.441904342162096","Desigualdade","-0.826579035034896","Média","-0.387034141700223","Desigualdade"
"5007950","Tacuru","MS","-0.588641496427917","Médio-alta","-0.747945746037701","Desigualdade alta","-0.842079421773402","Média","-0.84917237751661","Desigualdade alta"
"5007976","Taquarussu","MS","-0.747491185504065","Média","-0.00221164293656312","Desigualdade","-0.829539581795841","Média","-0.9746146044355","Desigualdade extrema"
"5008008","Terenos","MS","-0.360038455381519","Médio-alta","-0.520311067614608","Desigualdade","-0.463961766316945","Médio-alta","-0.45054655391009","Desigualdade"
"5008305","Três Lagoas","MS","-0.36515613842474","Médio-alta","-0.111130547583503","Desigualdade","-0.44449004866734","Médio-alta","-0.0921669925236","Desigualdade"
"5008404","Vicentina","MS","-0.592952646072635","Médio-alta","-0.00275889111102704","Desigualdade","-0.607510848045134","Média","-0.615715389569406","Desigualdade alta"
"5100102","Acorizal","MT","-0.921363158216592","Média","-0.0000990831332622184","Equidade","-1.18824966964911","Médio-baixa","0.992866492631075","Situações atípicas"
"5100201","Água Boa","MT","-0.376709784077048","Médio-alta","-0.507165741282311","Desigualdade","-0.5795882064839","Médio-alta","-0.797010418669132","Desigualdade alta"
"5100250","Alta Floresta","MT","-0.413434387753773","Médio-alta","-0.247397483733198","Desigualdade","-0.648013307738847","Média","-0.188691281896717","Desigualdade"
"5100300","Alto Araguaia","MT","-0.410947100951716","Médio-alta","-0.459363858752283","Desigualdade","-0.561087148579115","Médio-alta","-0.519431896256527","Desigualdade"
"5100359","Alto Boa Vista","MT","-1.09588389050709","Médio-baixa","-0.000215554224966205","Equidade","-1.80200518354041","Baixa","0.0000182485045153485","Equidade"
"5100409","Alto Garças","MT","-0.314625605940324","Médio-alta","-0.539141389432175","Desigualdade","-0.716447531316235","Média","-0.772569281099186","Desigualdade alta"
"5100508","Alto Paraguai","MT","-0.919298010282241","Média","-0.628918778253043","Desigualdade alta","-1.54447556145127","Baixa","-0.860144372482893","Desigualdade alta"
"5100607","Alto Taquari","MT","-0.431692426703961","Médio-alta","-0.78836213145062","Desigualdade alta","-0.587244978615904","Médio-alta","-0.726014683105856","Desigualdade alta"
"5100805","Apiacás","MT","-0.877689234559921","Média","-1.15794203459165","Desigualdade extrema","-0.943632673684809","Média","-0.594232466882527","Desigualdade alta"
"5101001","Araguaiana","MT","-0.964302465751501","Média","-0.979480716428256","Desigualdade extrema","-1.54978573904306","Baixa","-0.889645158395321","Desigualdade alta"
"5101209","Araguainha","MT","-1.60687502817653","Baixa","0.00000932352159506575","Equidade","-1.75859005365916","Baixa","-0.0000987391185883488","Equidade"
"5101258","Araputanga","MT","-0.661899160821686","Média","-0.682214861241806","Desigualdade alta","-0.690028364576845","Média","-0.719588731576011","Desigualdade alta"
"5101308","Arenápolis","MT","-0.542053523577152","Médio-alta","-0.755077071186955","Desigualdade alta","-0.795814265076584","Média","-0.679319168206108","Desigualdade alta"
"5101407","Aripuanã","MT","-0.627731172441694","Média","-0.555103711016765","Desigualdade alta","-0.767548636458016","Média","-0.468316196700809","Desigualdade"
"5101605","Barão de Melgaço","MT","-1.2733813921569","Médio-baixa","-0.000557760202542667","Equidade","-1.91995517042534","Baixa","-0.536402479354895","Desigualdade"
"5101704","Barra do Bugres","MT","-0.632117933012842","Média","-0.135034118780249","Desigualdade","-0.9635121793838","Média","-0.145073104768506","Desigualdade"
"5101803","Barra do Garças","MT","-0.385772284142029","Médio-alta","-0.328104406906753","Desigualdade","-0.688199973797141","Média","-0.317455847503908","Desigualdade"
"5101852","Bom Jesus do Araguaia","MT","-1.04551698818793","Média","0.485729176019005","Situações atípicas","-1.8102510807462","Baixa","-0.0000548310354854467","Equidade"
"5101902","Brasnorte","MT","-0.628486089721999","Média","-0.520057015454247","Desigualdade","-1.07444765932725","Médio-baixa","-0.00291691540581119","Desigualdade"
"5102504","Cáceres","MT","-0.743774630043295","Média","-0.0271086543540622","Desigualdade","-1.05306467753063","Média","-0.0916331951988485","Desigualdade"
"5102603","Campinápolis","MT","-0.986135934252913","Média","-1.06331770972044","Desigualdade extrema","-1.18924385554775","Médio-baixa","-1.00139807045812","Desigualdade extrema"
"5102637","Campo Novo do Parecis","MT","-0.383310708071663","Médio-alta","-0.224032795322449","Desigualdade","-0.543762634469306","Médio-alta","-0.198563043879332","Desigualdade"
"5102678","Campo Verde","MT","-0.270945986251002","Alta","-0.272553997328786","Desigualdade","-0.458163618840496","Médio-alta","-0.283145982403555","Desigualdade"
"5102686","Campos de Júlio","MT","-0.428073167703779","Médio-alta","-1.00523751946761","Desigualdade extrema","-0.523483674444829","Médio-alta","-1.48713087298295","Desigualdade extrema"
"5102694","Canabrava do Norte","MT","-1.37253005900921","Baixa","-1.23430470174621","Desigualdade extrema","-1.50403946271852","Baixa","-0.639353964768495","Desigualdade alta"
"5102702","Canarana","MT","-0.519501714504616","Médio-alta","-0.860574282000665","Desigualdade alta","-0.620434821599396","Média","-1.29833710469635","Desigualdade extrema"
"5102793","Carlinda","MT","-0.638838431865012","Média","-0.926606604871187","Desigualdade extrema","-0.713413456128083","Média","-1.151442392536","Desigualdade extrema"
"5102850","Castanheira","MT","-0.811449465443281","Média","-0.00150125846479492","Equidade","-0.957434684851404","Média","-0.00349999716797153","Desigualdade"
"5103007","Chapada dos Guimarães","MT","-0.892392058553775","Média","-0.000526836659603577","Equidade","-1.29689362025342","Médio-baixa","-0.00014572276756128","Equidade"
"5103056","Cláudia","MT","-0.617533331514275","Média","-1.15263215713066","Desigualdade extrema","-0.786943140758864","Média","-0.777214700043744","Desigualdade alta"
"5103106","Cocalinho","MT","-0.905997349443746","Média","-0.716646793277555","Desigualdade alta","-1.4076477227317","Baixa","-0.00161023711737154","Desigualdade"
"5103205","Colíder","MT","-0.370206225645316","Médio-alta","-0.571871237990991","Desigualdade alta","-0.534017886529836","Médio-alta","-0.43503227752772","Desigualdade"
"5103254","Colniza","MT","-0.735622528644295","Média","-0.448024869747875","Desigualdade","-0.945915254991392","Média","-0.501421326096226","Desigualdade"
"5103304","Comodoro","MT","-0.5004564811776","Médio-alta","-0.450764434706921","Desigualdade","-0.81319341053943","Média","-0.562716968010464","Desigualdade alta"
"5103353","Confresa","MT","-0.70268600580367","Média","-0.335262155466483","Desigualdade","-0.960536562746383","Média","-0.222935927829471","Desigualdade"
"5103361","Conquista D'Oeste","MT","-0.999017340171531","Média","-0.778651915633422","Desigualdade alta","-0.987655789182998","Média","-0.805328884596647","Desigualdade alta"
"5103379","Cotriguaçu","MT","-0.651886376308136","Média","-0.292494365937516","Desigualdade","-0.917112923047885","Média","-0.313647125688463","Desigualdade"
"5103403","Cuiabá","MT","-0.599819893118208","Médio-alta","-0.0198919269650663","Desigualdade","-0.893300349418703","Média","-0.0107811444414514","Desigualdade"
"5103437","Curvelândia","MT","-1.00821975656141","Média","-0.00000538896566681074","Equidade","-1.38184396622564","Baixa","-0.819791747918397","Desigualdade alta"
"5103452","Denise","MT","-0.702936887529851","Média","-0.00107570643412619","Equidade","-1.01037402179035","Média","0.00101097941196082","Equidade"
"5103502","Diamantino","MT","-0.564020255804055","Médio-alta","-0.335502053029913","Desigualdade","-0.923596231327343","Média","-0.295991228790589","Desigualdade"
"5103601","Dom Aquino","MT","-0.488596609454317","Médio-alta","-0.736104838762525","Desigualdade alta","-0.72606760535626","Média","-0.53012229490763","Desigualdade"
"5103700","Feliz Natal","MT","-0.642474543727234","Média","-0.768339349304554","Desigualdade alta","-0.965601585518803","Média","-0.552764492333663","Desigualdade alta"
"5103809","Figueirópolis D'Oeste","MT","-0.820171845587971","Média","0.0000280692237041746","Equidade","-0.798574438950052","Média","-0.00290777118498338","Desigualdade"
"5103858","Gaúcha do Norte","MT","-0.714719750167696","Média","-0.60838280137522","Desigualdade alta","-0.964165061642614","Média","-0.00380050495241358","Desigualdade"
"5103908","General Carneiro","MT","-1.39871677066022","Baixa","1.5895805282914e-7","Equidade","-1.36579024201897","Baixa","-0.000726811814880792","Equidade"
"5103957","Glória D'Oeste","MT","-0.917336360827385","Média","-0.00235317642064487","Desigualdade","-1.10901090703597","Médio-baixa","-0.0000425061938605252","Equidade"
"5104104","Guarantã do Norte","MT","-0.322756039774836","Médio-alta","-0.466425039541295","Desigualdade","-0.428629444184628","Médio-alta","-0.993656539939505","Desigualdade extrema"
"5104203","Guiratinga","MT","-0.595333595768106","Médio-alta","-0.689466933062902","Desigualdade alta","-0.794489594870784","Média","0.997194185176562","Situações atípicas"
"5104500","Indiavaí","MT","-1.66299804515689","Baixa","-0.00320662056844741","Desigualdade","-1.5493571198601","Baixa","-0.00211081528977726","Desigualdade"
"5104526","Ipiranga do Norte","MT","-0.314961417480714","Médio-alta","-0.814452155544758","Desigualdade alta","-0.376202868170761","Médio-alta","-0.527155909688813","Desigualdade"
"5104542","Itanhangá","MT","-0.471651307676305","Médio-alta","-0.624245397417726","Desigualdade alta","-0.739684494076034","Média","-1.14602945685616","Desigualdade extrema"
"5104559","Itaúba","MT","-0.808410557332362","Média","-0.519219396429477","Desigualdade","-0.913088953186842","Média","-0.786478507732633","Desigualdade alta"
"5104609","Itiquira","MT","-0.571811354063734","Médio-alta","0.449170014719971","Situações atípicas","-0.894491626605967","Média","-0.871643368783938","Desigualdade alta"
"5104807","Jaciara","MT","-0.379507541354459","Médio-alta","-0.381193155663525","Desigualdade","-0.655243440702858","Média","-0.404039517620574","Desigualdade"
"5104906","Jangada","MT","-1.21283158036119","Médio-baixa","-0.507781289372532","Desigualdade","-1.70695401256004","Baixa","0.0000526574881175308","Equidade"
"5105002","Jauru","MT","-0.484963907537304","Médio-alta","-0.845677178086647","Desigualdade alta","-0.540485192673501","Médio-alta","-0.726204175272696","Desigualdade alta"
"5105101","Juara","MT","-0.311820519856738","Médio-alta","-0.433180126190431","Desigualdade","-0.497114803367093","Médio-alta","-0.427213786810782","Desigualdade"
"5105150","Juína","MT","-0.528887913462912","Médio-alta","-0.268235587121853","Desigualdade","-0.720767707267275","Média","-0.332009974198741","Desigualdade"
"5105176","Juruena","MT","-0.317128503398194","Médio-alta","-0.714641730941419","Desigualdade alta","-0.412585707464083","Médio-alta","-0.488486245837571","Desigualdade"
"5105200","Juscimeira","MT","-0.764063074686763","Média","-0.00439263906522583","Desigualdade","-0.786470334495446","Média","-0.00173752696699923","Desigualdade"
"5105234","Lambari D'Oeste","MT","-1.35759475281707","Baixa","-0.000054370951615973","Equidade","-1.64104093793246","Baixa","-1.00389198786474","Desigualdade extrema"
"5105259","Lucas do Rio Verde","MT","-0.132540132437146","Alta","-0.243561345854928","Desigualdade","-0.192874510287814","Alta","-0.190348421918704","Desigualdade"
"5105309","Luciara","MT","-1.50328566684177","Baixa","-0.0000614796752656575","Equidade","-1.6365046286497","Baixa","0.909261485944628","Situações atípicas"
"5105507","Vila Bela da Santíssima Trindade","MT","-1.10973320536943","Médio-baixa","0.00158458120401656","Situações atípicas","-1.27199606424218","Médio-baixa","-0.000482048495553252","Equidade"
"5105580","Marcelândia","MT","-0.8062980102037","Média","-0.493620603609705","Desigualdade","-0.893761281080662","Média","-0.546796744927541","Desigualdade"
"5105606","Matupá","MT","-0.305545592787973","Médio-alta","-0.772513769650344","Desigualdade alta","-0.377708707901347","Médio-alta","-0.506632634587496","Desigualdade"
"5105622","Mirassol d'Oeste","MT","-0.63035626069275","Média","-0.362566539359443","Desigualdade","-0.812424105564401","Média","-0.00201691743859201","Desigualdade"
"5105903","Nobres","MT","-0.836985938882673","Média","-0.463578970701731","Desigualdade","-1.0451211734561","Média","-0.559441259369565","Desigualdade alta"
"5106000","Nortelândia","MT","-0.512260928149851","Médio-alta","-0.00169478007327026","Desigualdade","-0.813541468707995","Média","7.8149353911811e-7","Equidade"
"5106109","Nossa Senhora do Livramento","MT","-1.08369135485424","Médio-baixa","0.000443095908616219","Equidade","-1.30763574867822","Médio-baixa","0.744160175088311","Situações atípicas"
"5106158","Nova Bandeirantes","MT","-0.581307608903659","Médio-alta","-0.885276667179576","Desigualdade alta","-0.604254879862753","Média","-1.02640521780638","Desigualdade extrema"
"5106174","Nova Nazaré","MT","-1.00569077451113","Média","-0.0030471208235279","Desigualdade","-1.06416104556489","Média","-0.606248896836903","Desigualdade alta"
"5106182","Nova Lacerda","MT","-0.598431444038459","Médio-alta","-0.634436490244011","Desigualdade alta","-0.60819574353555","Média","-0.000577646294273544","Equidade"
"5106190","Nova Santa Helena","MT","-0.683083928629169","Média","-0.00158255576164417","Desigualdade","-1.12244880443309","Médio-baixa","-1.13534488981432","Desigualdade extrema"
"5106208","Nova Brasilândia","MT","-1.14254513322237","Médio-baixa","-0.838704315357185","Desigualdade alta","-1.2164594915495","Médio-baixa","-0.741179345065561","Desigualdade alta"
"5106216","Nova Canaã do Norte","MT","-0.479939041935631","Médio-alta","-0.00228284598308636","Desigualdade","-0.686521595345917","Média","-0.793824569381051","Desigualdade alta"
"5106224","Nova Mutum","MT","-0.381954421941212","Médio-alta","-0.264032582685136","Desigualdade","-0.645476785862581","Média","-0.264578191330968","Desigualdade"
"5106232","Nova Olímpia","MT","-0.592129171379855","Médio-alta","-0.0523138244325879","Desigualdade","-0.623279093544291","Média","-0.108295374758638","Desigualdade"
"5106240","Nova Ubiratã","MT","-0.656296942434841","Média","-0.764574546558371","Desigualdade alta","-0.884832910644739","Média","-0.555035824824389","Desigualdade alta"
"5106257","Nova Xavantina","MT","-0.545295205987951","Médio-alta","-0.000161145266216137","Equidade","-0.956473817118578","Média","-0.0000121162210012866","Equidade"
"5106265","Novo Mundo","MT","-0.766185623823572","Média","-1.1196483476047","Desigualdade extrema","-0.743740218664465","Média","-1.11622630219469","Desigualdade extrema"
"5106273","Novo Horizonte do Norte","MT","-0.585395709924964","Médio-alta","-0.701493833244587","Desigualdade alta","-0.684005745392554","Média","-0.691398348230569","Desigualdade alta"
"5106281","Novo São Joaquim","MT","-1.04234137402152","Média","0.839535339018138","Situações atípicas","-1.30877566927832","Médio-baixa","0.0000334011287410587","Equidade"
"5106299","Paranaíta","MT","-0.600041400055217","Médio-alta","-0.842868363228278","Desigualdade alta","-0.80435850627531","Média","-0.795914244333245","Desigualdade alta"
"5106307","Paranatinga","MT","-0.415424628025128","Médio-alta","-0.296940287791106","Desigualdade","-0.509676160016939","Médio-alta","-0.550399616603394","Desigualdade alta"
"5106315","Novo Santo Antônio","MT","-1.23467611715932","Médio-baixa","-0.000347546051007735","Equidade","-2.11819711246456","Baixa","-0.00235161260534752","Desigualdade"
"5106372","Pedra Preta","MT","-0.412912655949636","Médio-alta","-0.66521730817479","Desigualdade alta","-0.57451992659151","Médio-alta","-0.442984238226797","Desigualdade"
"5106422","Peixoto de Azevedo","MT","-0.762137803099111","Média","-0.0780842504690645","Desigualdade","-0.991479029975957","Média","-0.0118823505180523","Desigualdade"
"5106455","Planalto da Serra","MT","-0.95479011389953","Média","-0.0049727663745573","Desigualdade","-1.12935933730761","Médio-baixa","-0.00244804232709131","Desigualdade"
"5106505","Poconé","MT","-1.3991371882074","Baixa","0.0000533122283469568","Equidade","-1.84534291338923","Baixa","0.0391808026124592","Situações atípicas"
"5106653","Pontal do Araguaia","MT","-0.914357867996436","Média","-0.847118881192639","Desigualdade alta","-1.61897404919877","Baixa","-0.835816081197886","Desigualdade alta"
"5106703","Ponte Branca","MT","-0.722958910528068","Média","0.00000444263312596711","Equidade","-1.02731804001853","Média","-0.00202482801759161","Desigualdade"
"5106752","Pontes e Lacerda","MT","-0.526118297121988","Médio-alta","-0.0964263649099469","Desigualdade","-0.74861489534407","Média","-0.176405903587388","Desigualdade"
"5106778","Porto Alegre do Norte","MT","-0.740391676977759","Média","-0.000566405729365625","Equidade","-1.1525601263248","Médio-baixa","0.000240040726051711","Equidade"
"5106802","Porto dos Gaúchos","MT","-0.650437566304394","Média","-0.563390646055137","Desigualdade alta","-0.836365184467814","Média","-0.90591341070589","Desigualdade alta"
